date,time,T1_degC,T2_degC,T3_degC,T4_degC
2025-02-20,02:17:53,11.8,57.0,11.4,11.6
2025-02-20,02:22:53,11.8,57.0,11.4,11.7
2025-02-20,02:27:53,11.7,56.9,11.3,11.6
2025-02-20,02:32:53,11.6,56.9,11.2,11.5
2025-02-20,02:37:53,11.5,56.8,11.2,11.3
2025-02-20,02:42:53,11.4,56.8,11.1,11.3
2025-02-20,02:47:53,11.3,56.7,10.9,11.1
2025-02-20,02:52:53,11.2,56.7,10.8,11.1
2025-02-20,02:57:53,11.1,56.6,10.7,10.9
2025-02-20,03:02:53,10.9,56.6,10.7,10.8
2025-02-20,03:07:53,10.8,56.4,10.6,10.8
2025-02-20,03:12:53,10.7,56.4,10.4,10.7
2025-02-20,03:17:53,10.6,56.3,10.3,10.6
2025-02-20,03:22:53,10.3,56.3,10.2,10.5
2025-02-20,03:27:53,10.3,56.2,10.1,10.5
2025-02-20,03:32:53,10.3,56.2,10.1,10.4
2025-02-20,03:37:53,10.2,56.1,10.0,10.3
2025-02-20,03:42:53,10.2,55.9,9.8,10.3
2025-02-20,03:47:53,10.1,55.9,9.8,10.3
2025-02-20,03:52:53,10.1,55.8,9.7,10.2
2025-02-20,03:57:53,9.9,55.8,9.6,10.1
2025-02-20,04:02:53,9.8,55.7,9.6,9.9
2025-02-20,04:07:53,9.8,55.6,9.5,9.9
2025-02-20,04:12:53,9.7,55.6,9.4,10.1
2025-02-20,04:17:53,9.6,55.6,9.3,9.9
2025-02-20,04:22:53,9.5,55.4,9.3,9.8
2025-02-20,04:27:53,9.4,55.3,9.2,9.7
2025-02-20,04:32:53,9.3,55.3,9.1,9.7
2025-02-20,04:37:53,9.3,55.2,9.1,9.6
2025-02-20,04:42:53,9.2,55.2,8.9,9.6
2025-02-20,04:47:53,9.2,55.1,8.9,9.4
2025-02-20,04:52:53,9.1,54.9,8.8,9.3
2025-02-20,04:57:53,9.1,54.9,8.7,9.3
2025-02-20,05:02:53,9.1,54.8,8.7,9.3
2025-02-20,05:07:53,8.9,54.8,8.6,9.1
2025-02-20,05:12:53,8.8,54.7,8.6,9.1
2025-02-20,05:17:53,8.7,54.7,8.4,8.9
2025-02-20,05:22:53,8.6,54.6,8.3,8.9
2025-02-20,05:27:53,8.6,54.5,8.3,8.8
2025-02-20,05:32:53,8.5,54.5,8.2,8.8
2025-02-20,05:37:53,8.5,54.4,8.2,8.8
2025-02-20,05:42:53,8.5,54.4,8.1,8.7
2025-02-20,05:47:53,8.5,54.3,8.1,8.6
2025-02-20,05:52:53,8.5,54.2,8.1,8.6
2025-02-20,05:57:53,8.3,54.2,8.0,8.6
2025-02-20,06:02:53,8.3,54.1,7.9,8.5
2025-02-20,06:07:53,8.2,54.1,7.9,8.5
2025-02-20,06:12:53,8.1,53.9,7.8,8.3
2025-02-20,06:17:53,7.9,53.8,7.8,8.3
2025-02-20,06:22:53,7.8,53.8,7.7,8.3
2025-02-20,06:27:53,7.7,53.7,7.6,8.3
2025-02-20,06:32:53,7.7,53.7,7.6,8.1
2025-02-20,06:37:53,7.6,53.6,7.4,8.1
2025-02-20,06:42:53,7.6,53.4,7.4,8.0
2025-02-20,06:47:53,7.6,53.4,7.3,8.0
2025-02-20,06:52:53,7.6,53.3,7.3,8.0
2025-02-20,06:57:53,7.7,53.3,7.3,8.0
2025-02-20,07:02:53,7.8,53.2,7.3,8.2
2025-02-20,07:07:53,8.1,53.1,7.6,8.4
2025-02-20,07:12:53,8.4,53.1,7.8,8.7
2025-02-20,07:17:53,9.0,53.0,8.1,9.1
2025-02-20,07:22:53,9.4,53.0,8.5,9.3
2025-02-20,07:27:53,10.9,52.9,9.5,9.9
2025-02-20,07:32:53,13.3,52.9,10.3,10.5
2025-02-20,07:37:53,15.8,52.9,11.3,10.8
2025-02-20,07:42:53,18.2,52.8,12.3,11.2
2025-02-20,07:47:53,19.6,52.8,13.4,12.7
2025-02-20,07:52:53,20.8,52.8,14.4,13.6
2025-02-20,07:57:53,22.5,52.9,15.5,14.6
2025-02-20,08:02:53,23.7,53.0,16.4,16.6
2025-02-20,08:07:53,24.9,53.1,17.6,18.0
2025-02-20,08:12:53,26.1,53.2,18.7,19.6
2025-02-20,08:17:53,27.4,53.3,19.9,20.7
2025-02-20,08:22:53,28.6,53.4,21.4,22.6
2025-02-20,08:27:53,29.2,53.6,22.6,23.4
2025-02-20,08:32:53,30.3,53.7,24.0,23.4
2025-02-20,08:37:53,30.9,53.8,25.7,24.9
2025-02-20,08:42:53,31.4,53.9,27.4,25.9
2025-02-20,08:47:53,32.1,54.2,29.4,26.2
2025-02-20,08:52:53,32.4,54.3,31.6,26.7
2025-02-20,08:57:53,32.8,54.4,33.3,26.7
2025-02-20,09:02:53,32.9,54.7,34.9,28.2
2025-02-20,09:07:53,33.4,54.8,36.2,28.2
2025-02-20,09:12:53,34.2,55.0,37.5,28.1
2025-02-20,09:17:53,34.8,55.0,NaN,28.4
2025-02-20,09:22:53,35.4,55.2,NaN,28.2
2025-02-20,09:27:53,36.0,55.4,NaN,30.3
2025-02-20,09:32:53,36.8,55.7,NaN,30.6
2025-02-20,09:37:53,37.3,56.1,NaN,31.2
2025-02-20,09:42:53,38.2,56.3,NaN,32.2
2025-02-20,09:47:53,38.6,56.5,NaN,31.6
2025-02-20,09:52:53,38.8,56.9,NaN,32.6
2025-02-20,09:57:53,39.2,56.9,NaN,33.6
2025-02-20,10:02:53,39.8,57.0,NaN,33.0
2025-02-20,10:07:53,40.7,57.3,NaN,34.6
2025-02-20,10:12:53,41.7,57.9,NaN,35.5
2025-02-20,10:17:53,42.7,58.5,NaN,35.2
2025-02-20,10:22:53,42.7,58.5,NaN,36.2
2025-02-20,10:27:53,43.3,59.2,NaN,36.1
2025-02-20,10:32:53,44.4,59.4,NaN,36.1
2025-02-20,10:37:53,45.1,59.8,NaN,36.2
2025-02-20,10:42:53,45.4,60.4,NaN,36.6
2025-02-20,10:47:53,44.8,60.9,NaN,36.4
2025-02-20,10:52:53,45.9,61.2,NaN,36.2
2025-02-20,10:57:53,47.8,61.4,NaN,37.1
2025-02-20,11:02:53,47.9,61.7,NaN,37.1
2025-02-20,11:07:53,48.3,61.7,NaN,37.8
2025-02-20,11:12:53,48.8,62.2,NaN,38.6
2025-02-20,11:17:53,47.3,62.3,NaN,38.4
2025-02-20,11:22:53,47.3,62.6,NaN,38.8
2025-02-20,11:27:53,46.7,62.8,56.3,38.8
2025-02-20,11:32:53,44.9,63.1,56.1,38.4
2025-02-20,11:37:53,45.4,63.2,56.1,39.6
2025-02-20,11:42:53,53.4,63.7,56.7,40.4
2025-02-20,11:47:53,53.6,64.1,57.1,40.7
2025-02-20,11:52:53,52.4,64.8,57.4,41.6
2025-02-20,11:57:53,50.8,66.1,54.2,41.6
2025-02-20,12:02:53,52.6,66.3,41.1,37.1
2025-02-20,12:07:53,66.6,66.3,31.5,31.3
2025-02-20,12:12:53,65.1,66.1,33.6,33.7
2025-02-20,12:17:53,65.8,66.2,35.6,35.8
2025-02-20,12:22:53,63.4,66.6,37.1,37.9
2025-02-20,12:27:53,60.9,66.9,38.3,39.2
2025-02-20,12:32:53,59.1,67.3,39.3,40.7
2025-02-20,12:37:53,69.0,67.8,42.5,41.2
2025-02-20,12:42:53,66.7,68.6,43.7,42.8
2025-02-20,12:47:53,64.4,69.0,44.3,43.3
2025-02-20,12:52:53,62.4,69.3,44.6,43.9
2025-02-20,12:57:53,60.5,69.7,45.1,44.3
2025-02-20,13:02:53,58.6,69.9,45.5,44.4
2025-02-20,13:07:53,56.3,70.3,46.4,44.9
2025-02-20,13:12:53,53.3,70.1,46.8,46.7
2025-02-20,13:17:53,51.9,70.1,47.1,46.6
2025-02-20,13:22:53,50.5,70.2,47.1,46.5
2025-02-20,13:27:53,49.0,70.3,57.6,46.4
2025-02-20,13:32:53,73.2,72.1,50.1,46.8
2025-02-20,13:37:53,70.4,72.3,50.2,47.6
2025-02-20,13:42:53,67.2,72.4,49.8,47.2
2025-02-20,13:47:53,64.7,72.8,49.6,47.5
2025-02-20,13:52:53,61.9,73.3,49.3,47.8
2025-02-20,13:57:53,59.4,73.7,49.2,47.3
2025-02-20,14:02:53,56.1,73.9,49.2,46.6
2025-02-20,14:07:53,53.2,74.3,49.0,46.9
2025-02-20,14:12:53,50.7,74.5,48.8,46.9
2025-02-20,14:17:53,48.4,74.8,49.1,46.7
2025-02-20,14:22:53,46.4,75.2,48.9,46.5
2025-02-20,14:27:53,45.7,75.3,48.9,47.1
2025-02-20,14:32:53,46.4,75.6,49.3,47.1
2025-02-20,14:37:53,49.8,75.8,49.3,46.4
2025-02-20,14:42:53,55.5,75.8,49.2,46.9
2025-02-20,14:47:53,66.1,75.9,49.3,47.4
2025-02-20,14:52:53,71.6,75.8,49.3,47.9
2025-02-20,14:57:53,70.2,75.9,49.6,48.2
2025-02-20,15:02:53,67.3,76.1,49.7,48.6
2025-02-20,15:07:53,76.7,76.4,53.4,48.0
2025-02-20,15:12:53,73.6,78.2,52.5,47.9
2025-02-20,15:17:53,69.4,77.9,52.2,48.2
2025-02-20,15:22:53,65.6,78.2,51.9,48.3
2025-02-20,15:27:53,62.3,78.4,52.1,48.1
2025-02-20,15:32:53,59.8,78.7,52.3,48.0
2025-02-20,15:37:53,57.5,79.1,52.2,47.6
2025-02-20,15:42:53,56.1,79.3,52.2,47.1
2025-02-20,15:47:53,57.5,79.6,52.2,47.1
2025-02-20,15:52:53,70.3,79.7,51.8,46.7
2025-02-20,15:57:53,80.1,79.3,51.4,47.1
2025-02-20,16:02:53,78.2,79.3,51.1,46.7
2025-02-20,16:07:53,76.8,79.6,50.8,47.1
2025-02-20,16:12:53,77.0,79.8,50.6,46.4
2025-02-20,16:17:53,78.7,80.1,50.1,45.9
2025-02-20,16:22:53,79.8,80.3,49.1,44.6
2025-02-20,16:27:53,24.4,79.4,26.3,24.3
2025-02-20,16:32:53,24.0,79.2,25.9,23.9
2025-02-20,16:37:53,23.7,78.9,25.6,23.6
2025-02-20,16:42:53,23.6,78.7,25.2,23.2
2025-02-20,16:47:53,23.3,78.4,24.8,23.0
2025-02-20,16:52:53,23.1,78.2,24.6,22.7
2025-02-20,16:57:53,22.8,77.9,24.2,22.4
2025-02-20,17:02:53,22.7,77.7,24.0,22.2
2025-02-20,17:07:53,22.6,77.5,23.7,21.9
2025-02-20,17:12:53,22.5,77.2,23.5,21.8
2025-02-20,17:17:53,22.5,76.9,23.3,21.7
2025-02-20,17:22:53,22.5,76.7,23.2,21.6
2025-02-20,17:27:53,22.5,76.4,22.9,21.3
2025-02-20,17:32:53,22.4,76.2,22.8,21.2
2025-02-20,17:37:53,22.4,75.9,22.7,21.2
2025-02-20,17:42:53,22.4,75.7,22.6,21.1
2025-02-20,17:47:53,22.4,75.4,22.4,21.1
2025-02-20,17:52:53,22.5,75.2,22.3,21.0
2025-02-20,17:57:53,22.5,75.1,22.2,21.0
2025-02-20,18:02:53,22.5,74.7,22.1,21.0
2025-02-20,18:07:53,22.5,74.6,22.1,20.9
2025-02-20,18:12:53,22.3,74.4,22.0,20.9
2025-02-20,18:17:53,22.3,74.1,21.9,20.8
2025-02-20,18:22:53,22.2,73.9,21.8,20.8
2025-02-20,18:27:53,22.2,73.7,21.7,20.8
2025-02-20,18:32:53,22.2,73.4,21.6,20.7
2025-02-20,18:37:53,22.1,73.2,21.6,20.7
2025-02-20,18:42:53,22.1,72.9,21.4,20.7
2025-02-20,18:47:53,22.0,72.8,21.3,20.6
2025-02-20,18:52:53,21.9,72.6,21.3,20.6
2025-02-20,18:57:53,21.8,72.3,21.2,20.4
2025-02-20,19:02:53,21.8,72.1,21.1,20.3
2025-02-20,19:07:53,21.7,71.8,20.9,20.3
2025-02-20,19:12:53,21.7,71.7,20.9,20.3
2025-02-20,19:17:53,21.6,71.5,20.8,20.2
2025-02-20,19:22:53,21.4,71.3,20.7,20.2
2025-02-20,19:27:53,21.4,71.2,20.6,20.1
2025-02-20,19:32:53,21.3,70.9,20.6,19.9
2025-02-20,19:37:53,21.2,70.7,20.4,19.8
2025-02-20,19:42:53,20.9,70.6,20.3,19.7
2025-02-20,19:47:53,20.6,70.3,20.1,19.6
2025-02-20,19:52:53,20.2,70.2,20.0,19.5
2025-02-20,19:57:53,20.1,69.9,19.8,19.4
2025-02-20,20:02:53,19.9,69.7,19.7,19.3
2025-02-20,20:07:53,19.9,69.5,19.6,19.3
2025-02-20,20:12:53,19.7,69.2,19.4,19.2
2025-02-20,20:17:53,19.5,69.1,19.3,19.0
2025-02-20,20:22:53,19.5,68.9,19.2,18.9
2025-02-20,20:27:53,19.5,68.8,19.2,18.9
2025-02-20,20:32:53,19.2,68.6,19.1,18.8
2025-02-20,20:37:53,18.8,68.4,18.9,18.6
2025-02-20,20:42:53,18.5,68.2,18.7,18.2
2025-02-20,20:47:53,18.4,68.1,18.6,18.2
2025-02-20,20:52:53,18.3,67.8,18.6,18.0
2025-02-20,20:57:53,18.1,67.6,18.5,18.0
2025-02-20,21:02:53,17.8,67.4,18.4,17.7
2025-02-20,21:07:53,17.4,67.3,18.3,17.6
2025-02-20,21:12:53,17.2,67.1,18.0,17.5
2025-02-20,21:17:53,16.9,66.9,17.9,17.2
2025-02-20,21:22:53,16.5,66.8,17.8,16.9
2025-02-20,21:27:53,16.3,66.6,17.6,16.8
2025-02-20,21:32:53,16.0,66.4,17.3,16.6
2025-02-20,21:37:53,15.8,66.3,17.2,16.2
2025-02-20,21:42:53,15.5,66.0,17.1,16.2
2025-02-20,21:47:53,15.2,65.9,16.8,16.0
2025-02-20,21:52:53,14.9,65.8,16.6,15.8
2025-02-20,21:57:53,14.7,65.6,16.5,15.5
2025-02-20,22:02:53,14.6,65.4,16.3,15.4
2025-02-20,22:07:53,14.4,65.3,16.1,15.2
2025-02-20,22:12:53,14.4,65.1,15.9,15.1
2025-02-20,22:17:53,14.3,64.9,15.8,14.9
2025-02-20,22:22:53,14.2,64.7,15.5,14.8
2025-02-20,22:27:53,14.1,64.6,15.4,14.7
2025-02-20,22:32:53,13.8,64.5,15.3,14.7
2025-02-20,22:37:53,13.7,64.2,15.2,14.4
2025-02-20,22:42:53,13.6,64.1,14.9,14.3
2025-02-20,22:47:53,13.4,64.1,14.8,14.2
2025-02-20,22:52:53,13.2,63.8,14.7,13.9
2025-02-20,22:57:53,13.1,63.7,14.4,13.8
2025-02-20,23:02:53,12.9,63.6,14.3,13.8
2025-02-20,23:07:53,12.7,63.3,14.2,13.7
2025-02-20,23:12:53,12.7,63.2,14.1,13.5
2025-02-20,23:17:53,12.6,63.1,13.9,13.4
2025-02-20,23:22:53,12.4,62.9,13.7,13.4
2025-02-20,23:27:53,12.3,62.8,13.6,13.2
2025-02-20,23:32:53,12.1,62.7,13.5,13.0
2025-02-20,23:37:53,12.0,62.5,13.3,12.9
2025-02-20,23:42:53,11.8,62.4,13.2,12.7
2025-02-20,23:47:53,11.5,62.3,13.0,12.6
2025-02-20,23:52:53,11.4,62.2,12.9,12.4
2025-02-20,23:57:53,11.2,61.9,12.7,12.3
2025-02-21,00:02:53,11.1,61.8,12.6,12.2
2025-02-21,00:07:53,10.9,61.7,12.3,12.1
2025-02-21,00:12:53,10.9,61.6,12.2,12.1
2025-02-21,00:17:53,10.8,61.4,12.1,11.9
2025-02-21,00:22:53,10.7,61.3,12.0,11.8
2025-02-21,00:27:53,10.4,61.1,11.9,11.7
2025-02-21,00:32:53,10.4,60.9,11.7,11.6
2025-02-21,00:37:53,10.4,60.8,11.6,11.5
2025-02-21,00:42:53,10.4,60.7,11.5,11.5
2025-02-21,00:47:53,10.6,60.5,11.4,11.5
2025-02-21,00:52:53,10.4,60.5,11.3,11.4
2025-02-21,00:57:53,10.2,60.3,11.2,11.4
2025-02-21,01:02:53,10.1,60.2,11.1,11.3
2025-02-21,01:07:53,9.9,60.1,11.1,11.2
2025-02-21,01:12:53,9.8,59.9,10.8,11.1
2025-02-21,01:17:53,9.7,59.8,10.8,10.9
2025-02-21,01:22:53,9.6,59.7,10.7,10.9
2025-02-21,01:27:53,9.5,59.6,10.6,10.8
2025-02-21,01:32:53,9.4,59.4,10.4,10.8
2025-02-21,01:37:53,9.3,59.2,10.3,10.6
2025-02-21,01:42:53,9.2,59.1,10.2,10.6
2025-02-21,01:47:53,9.2,58.9,10.1,10.4
2025-02-21,01:52:53,9.0,58.8,9.9,10.3
2025-02-21,01:57:53,9.0,58.7,9.8,10.3
2025-02-21,02:02:53,8.9,58.6,9.8,10.2
2025-02-21,02:07:53,8.8,58.5,9.7,10.2
2025-02-21,02:12:53,8.7,58.4,9.6,10.1
2025-02-21,02:17:53,8.7,58.2,9.5,10.1
