date,time,T6_degC,T5_degC
2025-02-27,05:59:04,34.3,19.3
2025-02-27,06:04:04,33.9,19.2
2025-02-27,06:09:04,33.9,19.1
2025-02-27,06:14:04,33.7,19.1
2025-02-27,06:19:04,33.7,19
2025-02-27,06:24:04,33.6,18.8
2025-02-27,06:29:04,33.6,18.8
2025-02-27,06:34:04,33.5,18.7
2025-02-27,06:39:04,33.3,18.6
2025-02-27,06:44:04,33,18.5
2025-02-27,06:49:04,33,18.5
2025-02-27,06:54:04,32.9,18.4
2025-02-27,06:59:04,32.8,18.3
2025-02-27,07:04:04,32.6,18.3
2025-02-27,07:09:04,32.9,18.3
2025-02-27,07:14:04,32.7,18.3
2025-02-27,07:19:04,32.7,18.4
2025-02-27,07:24:04,32.4,18.4
2025-02-27,07:29:04,32.9,18.6
2025-02-27,07:34:04,33.5,19.1
2025-02-27,07:39:04,33.9,19.7
2025-02-27,07:44:04,34.4,20.3
2025-02-27,07:49:04,34.6,20.9
2025-02-27,07:54:04,34.7,21.4
2025-02-27,07:59:04,35.1,22.1
2025-02-27,08:04:04,35.3,22.7
2025-02-27,08:09:04,35.4,23.4
2025-02-27,08:14:04,35.8,24.4
2025-02-27,08:19:04,35.9,25.3
2025-02-27,08:24:04,36.3,26.4
2025-02-27,08:29:04,36.4,27.4
2025-02-27,08:34:04,36.4,28.2
2025-02-27,08:39:04,36.8,29.1
2025-02-27,08:44:04,37,29.9
2025-02-27,08:49:04,37.3,30.7
2025-02-27,08:54:04,37.7,31.3
2025-02-27,08:59:04,38.1,31.8
2025-02-27,09:04:04,38.8,32.3
2025-02-27,09:09:04,39.1,32.9
2025-02-27,09:14:04,39.4,33.3
2025-02-27,09:19:04,39.9,33.9
2025-02-27,09:24:04,40.5,34.4
2025-02-27,09:29:04,41.1,35
2025-02-27,09:34:04,41.6,35.9
2025-02-27,09:39:04,41.7,36.5
2025-02-27,09:44:04,41.9,36.7
2025-02-27,09:49:04,42.7,37.2
2025-02-27,09:54:04,42.9,37.7
2025-02-27,09:59:04,43.6,38.2
2025-02-27,10:04:04,44,38.6
2025-02-27,10:09:04,44.6,39.1
2025-02-27,10:14:04,44.9,39.6
2025-02-27,10:19:04,45.3,40.1
2025-02-27,10:24:04,45.8,40.6
2025-02-27,10:29:04,46,40.9
2025-02-27,10:34:04,45.9,41.2
2025-02-27,10:39:04,46.1,41.4
2025-02-27,10:44:04,46.7,41.7
2025-02-27,10:49:04,47.3,42.4
2025-02-27,10:54:04,48.1,43.2
2025-02-27,10:59:04,48.4,43.7
2025-02-27,11:04:04,48.6,43.9
2025-02-27,11:09:04,49.2,44.2
2025-02-27,11:14:04,49.6,44.7
2025-02-27,11:19:04,50.1,45.2
2025-02-27,11:24:04,50.1,45.8
2025-02-27,11:29:04,48.9,46.2
2025-02-27,11:34:04,46.1,45.6
2025-02-27,11:39:04,53.2,47.3
2025-02-27,11:44:04,53.1,47.3
2025-02-27,11:49:04,53.6,47.4
2025-02-27,11:54:04,54,47.9
2025-02-27,11:59:04,53.8,47.9
2025-02-27,12:04:04,54.7,48.4
2025-02-27,12:09:04,55.2,49.2
2025-02-27,12:14:04,54.7,49
2025-02-27,12:19:04,52,48.5
2025-02-27,12:24:04,48.4,46.9
2025-02-27,12:29:04,48.5,46.4
2025-02-27,12:34:04,48.4,45.6
2025-02-27,12:39:04,48.7,46.4
2025-02-27,12:44:04,48.2,46.8
2025-02-27,12:49:04,47.8,47.1
2025-02-27,12:54:04,47.8,47.7
2025-02-27,12:59:04,47.6,48.2
2025-02-27,13:04:04,47.7,48.7
2025-02-27,13:09:04,48.3,49.1
2025-02-27,13:14:04,48.4,49.8
2025-02-27,13:19:04,48.3,49.8
2025-02-27,13:24:04,48.3,50.2
2025-02-27,13:29:04,48.2,50.4
2025-02-27,13:34:04,48.3,50.7
2025-02-27,13:39:04,48.2,50.9
2025-02-27,13:44:04,47.7,51.1
2025-02-27,13:49:04,47.3,50.9
2025-02-27,13:54:04,63.6,64.2
2025-02-27,13:59:04,51.3,59.4
