date,time,T1_degC,T2_degC,T3_degC,T4_degC
2025-02-25,09:38:07,47.7,49.7,36.5,35.6
2025-02-25,09:43:07,48.3,50.1,37.0,36.3
2025-02-25,09:48:07,49.0,50.2,37.4,36.3
2025-02-25,09:53:07,49.3,50.6,37.9,37.1
2025-02-25,09:58:07,49.6,50.8,38.4,38.2
2025-02-25,10:03:07,49.9,51.0,38.8,37.6
2025-02-25,10:08:07,50.4,51.4,39.3,39.1
2025-02-25,10:13:07,50.1,51.6,39.7,39.6
2025-02-25,10:18:07,51.0,51.9,40.0,39.9
2025-02-25,10:23:07,51.7,52.6,40.3,39.8
2025-02-25,10:28:07,52.6,52.7,40.4,40.8
2025-02-25,10:33:07,52.2,52.9,40.6,41.1
2025-02-25,10:38:07,52.9,53.3,40.9,41.5
2025-02-25,10:43:07,54.2,54.1,41.2,41.9
2025-02-25,10:48:07,55.1,54.4,41.2,41.7
2025-02-25,10:53:07,55.1,54.9,41.3,42.0
2025-02-25,10:58:07,56.2,55.4,42.0,42.2
2025-02-25,11:03:07,56.8,55.7,42.6,42.0
2025-02-25,11:08:07,56.7,56.1,43.2,42.6
2025-02-25,11:13:07,56.1,56.6,43.8,43.3
2025-02-25,11:18:07,56.4,56.6,43.8,43.4
2025-02-25,11:23:07,56.4,56.9,44.2,43.3
2025-02-25,11:28:07,56.2,57.3,44.6,44.1
2025-02-25,11:33:07,57.1,57.6,45.1,44.2
2025-02-25,11:38:07,57.1,57.8,44.9,43.2
2025-02-25,11:43:07,57.7,58.1,44.7,43.8
2025-02-25,11:48:07,57.8,58.3,44.4,43.8
2025-02-25,11:53:07,58.9,58.4,44.1,44.6
2025-02-25,11:58:07,58.8,58.9,43.2,44.6
2025-02-25,12:03:07,57.2,59.5,38.9,42.9
2025-02-25,12:08:07,58.2,59.4,41.3,44.2
2025-02-25,12:13:07,57.9,59.9,42.4,45.0
2025-02-25,12:18:07,58.9,60.1,43.2,45.4
2025-02-25,12:23:07,60.2,60.4,43.9,46.5
2025-02-25,12:28:07,60.5,60.8,44.2,46.7
2025-02-25,12:33:07,60.2,61.4,43.2,46.7
2025-02-25,12:38:07,60.8,61.9,43.7,47.3
2025-02-25,12:43:07,62.6,62.3,44.3,48.1
2025-02-25,12:48:07,61.9,63.0,43.8,48.3
2025-02-25,12:53:07,63.8,63.6,43.8,48.3
2025-02-25,12:58:07,64.9,64.2,44.3,48.7
2025-02-25,13:03:07,66.4,64.7,45.4,49.2
2025-02-25,13:08:07,66.4,65.4,45.1,47.1
2025-02-25,13:13:07,67.6,65.7,44.7,48.6
2025-02-25,13:18:07,68.4,66.2,45.2,48.9
2025-02-25,13:23:07,65.8,66.6,41.3,46.9
2025-02-25,13:28:07,65.2,66.7,37.7,45.6
2025-02-25,13:33:07,65.6,66.9,40.0,45.7
2025-02-25,13:38:07,66.2,67.6,41.6,46.1
2025-02-25,13:43:07,66.4,67.9,42.3,46.2
2025-02-25,13:48:07,66.5,68.2,43.0,46.7
2025-02-25,13:53:07,66.4,68.6,43.2,47.1
2025-02-25,13:58:07,65.6,68.9,42.4,46.8
2025-02-25,14:03:07,65.7,69.3,41.9,46.8
2025-02-25,14:08:07,65.8,69.7,42.0,46.8
2025-02-25,14:13:07,65.4,70.0,42.2,47.1
2025-02-25,14:18:07,65.2,70.4,42.6,47.5
2025-02-25,14:23:07,65.4,70.7,42.7,47.9
2025-02-25,14:28:07,66.3,70.9,42.7,48.3
2025-02-25,14:33:07,68.2,71.4,43.4,48.7
2025-02-25,14:38:07,66.9,72.4,42.1,47.2
2025-02-25,14:43:07,68.4,72.8,40.3,46.6
2025-02-25,14:45:24,69.2,73.2,41.3,47.2
2025-02-25,14:50:24,69.3,73.7,41.7,47.4
2025-02-25,14:55:24,69.3,74.0,41.3,47.3
2025-02-25,15:00:24,69.4,74.4,40.8,47.0
2025-02-25,15:05:24,69.6,74.7,40.7,47.2
2025-02-25,15:10:24,77.4,73.2,40.8,46.6
2025-02-25,15:15:24,79.1,71.7,41.2,46.9
2025-02-25,15:20:24,76.9,71.1,41.4,47.4
2025-02-25,15:25:24,76.3,71.1,41.2,46.6
2025-02-25,15:30:24,75.9,71.3,40.7,46.2
2025-02-25,15:35:24,75.7,71.6,40.2,45.6
2025-02-25,15:40:24,74.9,71.9,39.9,45.0
2025-02-25,15:45:24,73.6,72.3,39.7,44.4
2025-02-25,15:50:24,73.3,72.5,38.7,43.8
2025-02-25,15:55:24,73.8,72.7,37.6,42.7
2025-02-25,16:00:24,73.8,72.7,37.6,42.4
2025-02-25,16:05:24,72.6,72.9,37.2,41.7
2025-02-25,16:10:24,73.8,73.3,37.1,41.8
2025-02-25,16:15:24,76.1,73.6,37.2,41.7
2025-02-25,16:20:24,72.7,73.8,36.6,40.7
2025-02-25,16:25:24,74.3,73.9,36.1,39.8
2025-02-25,16:30:24,73.4,74.2,35.3,38.3
2025-02-25,16:35:24,74.4,74.3,34.3,37.3
2025-02-25,16:40:24,73.7,74.4,33.5,36.8
2025-02-25,16:45:24,74.6,74.4,33.1,36.2
2025-02-25,16:50:24,74.1,74.5,32.3,35.8
2025-02-25,16:55:24,74.8,74.5,31.4,34.3
2025-02-25,17:00:24,74.1,74.4,31.1,32.9
2025-02-25,17:05:24,73.4,74.4,30.6,31.8
2025-02-25,17:10:24,73.6,74.3,30.2,30.9
2025-02-25,17:15:24,71.8,74.3,29.8,30.1
2025-02-25,17:20:24,72.0,74.2,36.2,29.3
2025-02-25,17:25:24,72.1,73.9,35.5,28.7
2025-02-25,17:30:24,71.9,73.8,34.7,28.0
2025-02-25,17:35:24,72.1,73.7,34.0,27.4
2025-02-25,17:40:24,71.3,73.4,33.3,27.1
2025-02-25,17:45:24,71.9,73.2,32.7,26.9
2025-02-25,17:50:24,73.7,72.9,32.2,26.8
2025-02-25,17:55:24,71.7,73.2,34.1,26.9
2025-02-25,18:00:24,72.8,73.6,29.6,26.4
2025-02-25,18:05:24,73.1,73.8,28.4,25.6
2025-02-25,18:10:24,73.9,73.3,27.3,24.7
2025-02-25,18:15:24,73.1,72.4,27.3,22.9
2025-02-25,18:20:24,71.3,71.6,27.4,26.3
2025-02-25,18:25:24,68.1,71.7,27.4,26.3
2025-02-25,18:30:24,62.7,72.1,27.3,26.3
2025-02-25,18:35:24,62.0,69.7,27.3,26.6
2025-02-25,18:40:24,61.3,69.3,27.3,26.2
2025-02-25,18:45:24,60.9,69.2,27.1,25.9
2025-02-25,18:50:24,60.7,69.0,26.8,25.4
2025-02-25,18:55:24,60.3,68.9,26.4,25.1
2025-02-25,19:00:24,59.9,68.7,26.1,24.6
2025-02-25,19:05:24,60.3,68.4,25.8,24.3
2025-02-25,19:10:24,59.6,68.1,25.4,23.9
2025-02-25,19:15:24,60.3,67.9,25.2,23.6
2025-02-25,19:20:24,59.4,67.7,25.0,23.3
2025-02-25,19:25:24,59.2,67.4,24.6,23.0
2025-02-25,19:30:24,57.6,67.2,24.4,22.6
2025-02-25,19:35:24,59.2,66.9,24.2,22.5
2025-02-25,19:40:24,57.8,66.7,23.9,22.2
2025-02-25,19:45:24,58.4,66.4,23.7,22.0
2025-02-25,19:50:24,58.0,66.2,23.4,21.8
2025-02-25,19:55:24,57.7,66.1,23.3,21.7
2025-02-25,20:00:24,56.4,65.9,23.2,21.6
2025-02-25,20:05:24,57.1,65.6,23.0,21.4
2025-02-25,20:10:24,56.7,65.4,22.9,21.3
2025-02-25,20:15:24,56.1,65.2,22.8,21.2
2025-02-25,20:20:24,55.3,65.0,22.7,21.1
2025-02-25,20:25:24,55.8,64.9,22.5,20.9
2025-02-25,20:30:24,55.3,64.7,22.4,20.8
2025-02-25,20:35:24,55.2,64.4,22.2,20.7
2025-02-25,20:40:24,54.6,64.2,22.1,20.7
2025-02-25,20:45:24,54.6,64.1,21.9,20.6
2025-02-25,20:50:24,54.3,63.8,21.8,20.4
2025-02-25,20:55:24,54.2,63.6,21.8,20.4
2025-02-25,21:00:24,53.9,63.3,21.7,20.3
2025-02-25,21:05:24,53.8,63.2,21.6,20.3
2025-02-25,21:10:24,54.0,62.9,21.4,20.3
2025-02-25,21:15:24,53.6,62.7,21.4,20.2
2025-02-25,21:20:24,53.4,62.6,21.3,20.1
2025-02-25,21:25:24,53.0,62.3,21.2,20.1
2025-02-25,21:30:24,53.0,62.1,21.2,19.9
2025-02-25,21:35:24,52.9,61.9,21.1,19.9
2025-02-25,21:40:24,52.8,61.7,21.1,19.9
2025-02-25,21:45:24,52.2,61.6,21.0,19.8
2025-02-25,21:50:24,52.5,61.3,21.0,19.8
2025-02-25,21:55:24,51.4,61.1,20.8,19.8
2025-02-25,22:00:24,51.3,60.8,20.8,19.7
2025-02-25,22:05:24,51.0,60.6,20.7,19.6
2025-02-25,22:10:24,51.5,60.5,20.6,19.6
2025-02-25,22:15:24,50.7,60.2,20.6,19.5
2025-02-25,22:20:24,50.6,60.0,20.5,19.4
2025-02-25,22:25:24,50.4,59.7,20.5,19.4
2025-02-25,22:30:24,50.6,59.5,20.4,19.3
2025-02-25,22:35:24,50.1,59.3,20.4,19.3
2025-02-25,22:40:24,49.8,59.2,20.4,19.3
2025-02-25,22:45:24,50.2,58.9,20.2,19.2
2025-02-25,22:50:24,49.6,58.7,20.2,19.2
2025-02-25,22:55:24,49.9,58.6,20.1,19.1
2025-02-25,23:00:24,49.3,58.3,20.0,19.1
2025-02-25,23:05:24,49.3,58.1,20.0,18.9
2025-02-25,23:10:24,48.5,57.8,20.0,18.9
2025-02-25,23:15:24,49.1,57.7,19.9,18.9
2025-02-25,23:20:24,49.3,57.4,19.9,18.8
2025-02-25,23:25:24,48.7,57.2,19.9,18.8
2025-02-25,23:30:24,48.6,57.1,19.7,18.7
2025-02-25,23:35:24,48.2,56.9,19.7,18.7
2025-02-25,23:40:24,48.2,56.6,19.6,18.7
2025-02-25,23:45:24,48.1,56.5,19.6,18.6
2025-02-25,23:50:24,48.4,56.3,19.6,18.4
2025-02-25,23:55:24,48.3,56.1,19.5,18.4
2025-02-26,00:00:24,47.7,55.9,19.5,18.3
2025-02-26,00:05:24,48.6,55.7,19.4,18.2
2025-02-26,00:10:24,47.7,55.6,19.3,18.2
2025-02-26,00:15:24,47.9,55.3,19.3,18.1
2025-02-26,00:20:24,47.9,55.2,19.2,17.9
2025-02-26,00:25:24,48.2,55.0,19.2,17.9
2025-02-26,00:30:24,48.3,54.9,19.1,17.8
2025-02-26,00:35:24,47.9,54.7,19.1,17.8
2025-02-26,00:40:24,48.4,54.5,18.9,17.7
2025-02-26,00:45:24,47.4,54.4,18.8,17.6
2025-02-26,00:50:24,45.4,54.2,18.8,17.5
2025-02-26,00:55:24,43.5,54.1,18.8,17.5
2025-02-26,01:00:24,43.7,53.9,18.7,17.3
2025-02-26,01:05:24,43.2,53.8,18.7,17.2
2025-02-26,01:10:24,NaN,53.7,18.6,17.1
2025-02-26,01:15:24,NaN,53.4,18.4,17.0
2025-02-26,01:20:24,NaN,53.3,18.4,16.9
2025-02-26,01:25:24,NaN,53.2,18.3,16.8
2025-02-26,01:30:24,NaN,53.1,18.2,16.8
2025-02-26,01:35:24,NaN,52.8,18.2,16.6
2025-02-26,01:40:24,NaN,52.7,18.1,16.6
2025-02-26,01:45:24,NaN,52.6,18.1,16.4
2025-02-26,01:50:24,NaN,52.5,17.9,16.3
2025-02-26,01:55:24,NaN,52.4,17.8,16.2
2025-02-26,02:00:24,NaN,52.3,17.7,15.9
2025-02-26,02:05:24,NaN,52.2,17.6,15.9
2025-02-26,02:10:24,NaN,52.1,17.6,15.9
2025-02-26,02:15:24,NaN,51.8,17.5,15.9
2025-02-26,02:20:24,NaN,51.7,17.5,15.9
2025-02-26,02:25:24,NaN,51.7,17.5,16.1
2025-02-26,02:30:24,NaN,51.6,17.5,15.9
2025-02-26,02:35:24,NaN,51.3,17.4,16.1
2025-02-26,02:40:24,NaN,51.2,17.5,16.3
2025-02-26,02:45:24,NaN,51.2,17.6,16.4
2025-02-26,02:50:24,NaN,51.0,17.6,16.6
2025-02-26,02:55:24,NaN,50.9,17.8,16.7
2025-02-26,03:00:24,NaN,50.8,17.8,16.7
2025-02-26,03:05:24,NaN,50.7,17.8,16.7
2025-02-26,03:10:24,NaN,50.6,17.8,16.8
2025-02-26,03:15:24,NaN,50.4,18.0,16.9
2025-02-26,03:20:24,NaN,50.3,18.0,16.9
2025-02-26,03:25:24,NaN,50.2,18.1,16.9
2025-02-26,03:30:24,NaN,50.1,18.1,16.9
2025-02-26,03:35:24,NaN,49.9,18.1,17.0
2025-02-26,03:40:24,NaN,49.8,18.1,17.0
2025-02-26,03:45:24,NaN,49.7,18.1,17.0
2025-02-26,03:50:24,NaN,49.6,18.2,17.0
2025-02-26,03:55:24,NaN,49.5,18.2,17.0
2025-02-26,04:00:24,NaN,49.4,18.2,17.1
2025-02-26,04:05:24,NaN,49.3,18.2,16.9
2025-02-26,04:10:24,NaN,49.2,18.1,16.5
2025-02-26,04:15:24,NaN,49.0,17.8,16.5
2025-02-26,04:20:24,NaN,48.8,17.7,16.2
2025-02-26,04:25:24,NaN,48.7,17.6,16.2
2025-02-26,04:30:24,NaN,48.6,17.4,16.1
2025-02-26,04:35:24,NaN,48.3,17.3,16.1
2025-02-26,04:40:24,NaN,48.2,17.2,15.8
2025-02-26,04:45:24,NaN,48.1,17.2,15.8
2025-02-26,04:50:24,NaN,48.0,17.1,15.8
2025-02-26,04:55:24,NaN,47.9,17.0,15.7
2025-02-26,05:00:24,NaN,47.7,16.9,15.6
2025-02-26,05:05:24,NaN,47.6,16.7,15.5
2025-02-26,05:10:24,NaN,47.5,16.7,15.4
2025-02-26,05:15:24,NaN,47.4,16.5,15.3
2025-02-26,05:20:24,NaN,47.3,16.4,14.9
2025-02-26,05:25:24,NaN,47.2,16.2,14.9
2025-02-26,05:30:24,NaN,46.9,16.1,14.8
2025-02-26,05:35:24,NaN,46.8,15.9,14.7
2025-02-26,05:40:24,NaN,46.7,15.9,14.6
2025-02-26,05:45:24,NaN,46.6,15.8,14.4
2025-02-26,05:50:24,NaN,46.4,15.7,14.4
2025-02-26,05:55:24,NaN,46.3,15.6,14.3
2025-02-26,06:00:24,NaN,46.3,15.6,14.2
2025-02-26,06:05:24,NaN,46.1,15.3,14.0
2025-02-26,06:10:24,NaN,46.0,15.2,13.9
2025-02-26,06:15:24,NaN,46.0,15.1,13.7
2025-02-26,06:20:24,NaN,45.8,15.0,13.4
2025-02-26,06:25:24,NaN,45.8,14.9,13.2
2025-02-26,06:30:24,NaN,45.6,14.8,13.2
2025-02-26,06:35:24,NaN,45.4,14.5,13.0
2025-02-26,06:40:24,NaN,45.3,14.5,13.0
2025-02-26,06:45:24,NaN,45.3,14.4,12.8
2025-02-26,06:50:24,NaN,45.2,14.3,12.8
2025-02-26,06:55:24,NaN,45.1,14.2,12.7
2025-02-26,07:00:24,NaN,44.9,14.2,12.7
2025-02-26,07:05:24,NaN,44.8,14.1,12.7
2025-02-26,07:10:24,NaN,44.7,14.1,12.7
2025-02-26,07:15:24,NaN,44.6,14.1,12.7
2025-02-26,07:20:24,NaN,44.5,14.1,12.8
2025-02-26,07:25:24,NaN,44.4,14.1,12.9
2025-02-26,07:30:24,NaN,44.4,14.4,13.1
2025-02-26,07:35:24,NaN,44.3,15.0,13.3
2025-02-26,07:40:24,NaN,44.3,15.7,13.6
2025-02-26,07:45:24,NaN,44.3,16.6,14.2
2025-02-26,07:50:24,NaN,44.3,17.3,14.8
2025-02-26,07:55:24,NaN,44.2,18.1,15.2
2025-02-26,08:00:24,NaN,44.3,18.8,16.0
2025-02-26,08:05:24,NaN,44.4,19.6,16.8
2025-02-26,08:10:24,NaN,44.4,20.3,17.9
2025-02-26,08:15:24,NaN,44.4,21.1,18.8
2025-02-26,08:20:24,NaN,44.5,21.9,19.9
2025-02-26,08:25:24,NaN,44.6,22.6,21.3
2025-02-26,08:30:24,NaN,44.7,23.1,22.5
2025-02-26,08:35:24,NaN,44.7,23.6,23.3
2025-02-26,08:40:24,NaN,44.7,24.3,23.9
2025-02-26,08:45:24,NaN,44.8,24.9,25.1
2025-02-26,08:50:24,NaN,44.9,25.6,26.4
2025-02-26,08:55:24,-20.3,45.2,26.6,27.7
2025-02-26,09:00:24,46.9,45.2,27.5,27.9
2025-02-26,09:05:24,47.0,45.4,28.5,29.5
2025-02-26,09:10:24,48.2,45.5,29.4,30.5
2025-02-26,09:15:24,48.7,45.9,30.1,31.3
2025-02-26,09:20:24,48.7,46.0,30.8,32.1
2025-02-26,09:25:24,49.0,46.3,31.4,32.9
2025-02-26,09:30:24,49.7,46.4,32.2,33.3
2025-02-26,09:35:24,50.1,46.6,32.8,33.8
2025-02-26,09:40:24,50.5,46.8,33.4,34.6
2025-02-26,09:45:24,50.6,47.0,33.8,35.5
2025-02-26,09:50:24,50.8,47.3,34.3,36.3
2025-02-26,09:55:24,51.2,47.3,34.5,36.4
2025-02-26,10:00:24,51.6,47.5,34.9,37.1
2025-02-26,10:05:24,52.3,47.8,35.6,37.7
2025-02-26,10:10:24,53.1,48.2,35.8,37.9
2025-02-26,10:15:24,53.7,48.3,36.0,37.8
2025-02-26,10:20:24,54.3,48.7,36.2,38.7
2025-02-26,10:25:24,54.7,48.9,36.6,38.4
2025-02-26,10:30:24,53.9,49.1,37.1,39.7
2025-02-26,10:35:24,56.2,49.4,37.5,39.7
2025-02-26,10:40:24,56.5,49.8,37.6,39.4
2025-02-26,10:45:24,57.0,50.2,37.9,39.8
2025-02-26,10:50:24,56.6,50.3,38.1,39.6
2025-02-26,10:55:24,57.5,50.5,38.7,40.6
2025-02-26,11:00:24,58.1,50.8,39.2,40.7
2025-02-26,11:05:24,58.2,50.9,39.5,41.2
2025-02-26,11:10:24,58.1,51.1,39.9,41.7
2025-02-26,11:15:24,58.6,51.2,40.2,42.3
2025-02-26,11:20:24,58.7,51.3,40.4,42.6
2025-02-26,11:25:24,59.1,51.6,40.7,42.8
2025-02-26,11:30:24,58.8,51.7,41.1,43.5
2025-02-26,11:35:24,58.7,51.9,41.4,43.8
2025-02-26,11:40:24,59.3,52.2,41.4,44.2
2025-02-26,11:45:24,60.2,52.3,41.7,44.6
2025-02-26,11:50:24,60.2,52.7,42.4,45.3
2025-02-26,11:55:24,60.7,52.7,43.4,45.4
2025-02-26,12:00:24,61.2,53.2,44.2,46.3
2025-02-26,12:05:24,62.3,53.4,44.8,46.8
2025-02-26,12:10:24,62.3,53.7,45.4,47.1
2025-02-26,12:15:24,63.3,53.9,45.9,47.6
2025-02-26,12:20:24,62.7,54.6,46.5,47.8
2025-02-26,12:25:24,63.7,55.0,46.6,48.2
2025-02-26,12:30:24,64.8,55.4,46.5,47.2
2025-02-26,12:35:24,64.6,55.9,46.3,47.2
2025-02-26,12:40:24,65.5,56.2,45.9,46.7
2025-02-26,12:45:24,65.8,56.7,45.9,47.2
2025-02-26,12:50:24,66.5,57.2,46.3,47.8
2025-02-26,12:55:24,66.7,57.6,46.7,47.1
2025-02-26,13:00:24,66.9,57.9,46.9,47.1
2025-02-26,13:05:24,66.7,58.1,47.0,46.7
2025-02-26,13:10:24,67.1,58.3,47.3,48.4
2025-02-26,13:15:24,66.8,58.7,47.4,48.1
2025-02-26,13:20:24,68.6,58.8,47.7,48.6
2025-02-26,13:25:24,67.9,59.2,48.1,49.1
2025-02-26,13:30:24,68.8,59.5,49.7,49.5
2025-02-26,13:35:24,69.3,59.8,48.8,49.7
2025-02-26,13:40:24,69.0,60.3,52.5,49.2
2025-02-26,13:45:24,68.9,60.5,54.2,49.1
2025-02-26,13:50:24,69.0,61.0,56.6,49.2
2025-02-26,13:55:24,67.9,61.5,57.6,47.6
2025-02-26,14:00:24,67.8,61.6,56.4,45.6
2025-02-26,14:05:24,67.9,61.2,56.5,45.4
2025-02-26,14:10:24,67.5,61.7,57.2,45.9
2025-02-26,14:15:24,67.7,62.2,57.7,45.4
2025-02-26,14:20:24,68.4,62.4,57.4,45.7
2025-02-26,14:25:24,70.8,62.8,57.3,45.0
2025-02-26,14:30:24,70.2,63.4,57.9,45.6
2025-02-26,14:35:24,71.1,63.8,58.2,44.6
2025-02-26,14:40:24,70.3,64.2,58.3,45.4
2025-02-26,14:45:24,70.2,64.4,58.1,45.3
2025-02-26,14:50:24,70.7,64.6,58.2,44.8
2025-02-26,14:55:24,71.3,64.9,58.6,44.8
2025-02-26,15:00:24,70.2,65.3,59.0,45.6
2025-02-26,15:05:24,71.9,65.3,59.2,45.0
2025-02-26,15:10:24,70.1,65.7,59.8,46.2
2025-02-26,15:15:24,68.8,66.2,59.7,44.0
2025-02-26,15:20:24,69.1,66.4,57.8,41.9
2025-02-26,15:25:24,69.1,66.6,56.4,40.2
2025-02-26,15:30:24,69.2,66.7,55.3,36.4
2025-02-26,15:35:24,69.8,66.8,54.6,37.6
2025-02-26,15:40:24,67.8,67.1,54.4,35.7
2025-02-26,15:45:24,68.5,67.2,53.6,35.6
2025-02-26,15:50:24,67.1,67.4,52.7,34.5
2025-02-26,15:55:24,66.5,67.5,51.6,30.5
2025-02-26,16:00:24,67.7,67.4,50.8,31.6
2025-02-26,16:05:24,67.1,67.6,50.8,31.8
2025-02-26,16:10:24,67.2,67.8,50.6,30.5
2025-02-26,16:15:24,69.6,67.8,50.9,32.8
2025-02-26,16:20:24,67.1,67.9,51.4,32.5
2025-02-26,16:25:24,65.1,68.2,50.6,31.0
2025-02-26,16:30:24,65.0,68.3,49.1,30.1
2025-02-26,16:35:24,64.8,68.3,48.2,29.2
2025-02-26,16:40:24,65.7,68.3,47.8,28.8
2025-02-26,16:45:24,64.4,68.4,47.8,28.8
2025-02-26,16:50:24,65.1,68.4,47.6,28.8
2025-02-26,16:55:24,64.1,68.4,47.3,28.3
2025-02-26,17:00:24,63.4,68.6,47.0,27.8
2025-02-26,17:05:24,64.1,68.6,46.5,27.3
2025-02-26,17:10:24,63.0,68.6,46.0,27.1
2025-02-26,17:15:24,61.9,68.4,45.2,26.6
2025-02-26,17:20:24,62.7,68.3,44.8,26.3
2025-02-26,17:25:24,62.1,68.3,44.7,26.0
2025-02-26,17:30:24,62.2,68.1,44.6,25.8
2025-02-26,17:35:24,62.3,67.9,44.4,25.5
2025-02-26,17:40:24,62.3,67.8,44.3,25.3
2025-02-26,17:45:24,61.8,67.6,44.1,25.1
2025-02-26,17:50:24,60.9,67.4,43.7,26.2
2025-02-26,17:55:24,61.3,67.2,43.3,24.9
2025-02-26,18:00:24,60.7,66.9,42.9,24.3
2025-02-26,18:05:24,60.6,66.7,42.6,24.2
2025-02-26,18:10:24,60.1,66.5,42.0,24.0
2025-02-26,18:15:24,59.9,66.2,41.6,23.7
2025-02-26,18:20:24,59.1,66.0,41.2,23.4
2025-02-26,18:25:24,59.2,65.6,40.4,23.9
2025-02-26,18:30:24,59.4,65.3,40.2,22.9
2025-02-26,18:35:24,59.1,65.1,40.1,22.8
2025-02-26,18:40:24,59.8,64.9,40.1,22.6
2025-02-26,18:45:24,59.2,64.6,40.0,22.4
2025-02-26,18:50:24,59.1,64.4,39.9,22.4
2025-02-26,18:55:24,58.6,64.1,39.5,21.8
2025-02-26,19:00:24,58.1,63.9,39.1,21.6
2025-02-26,19:05:24,58.1,63.7,38.8,21.5
2025-02-26,19:10:24,57.8,63.3,38.7,21.5
2025-02-26,19:15:24,57.9,63.1,38.4,21.3
2025-02-26,19:20:24,57.6,62.8,38.3,20.9
2025-02-26,19:25:24,57.0,62.6,38.0,20.9
2025-02-26,19:30:24,57.0,62.4,37.6,20.9
2025-02-26,19:35:24,56.9,62.1,37.5,20.8
2025-02-26,19:40:24,56.5,61.9,37.3,20.7
2025-02-26,19:45:24,56.8,61.7,37.3,20.6
2025-02-26,19:50:24,56.3,61.4,37.3,20.4
2025-02-26,19:55:24,55.6,61.2,37.0,20.4
2025-02-26,20:00:24,54.8,60.9,36.7,20.7
2025-02-26,20:05:24,55.3,60.7,36.1,20.8
2025-02-26,20:10:24,55.1,60.5,36.1,20.8
2025-02-26,20:15:24,53.6,60.3,35.8,20.9
2025-02-26,20:20:24,53.2,60.1,35.3,20.9
2025-02-26,20:25:24,53.4,59.8,35.0,20.9
2025-02-26,20:30:24,52.6,59.6,34.6,21.0
2025-02-26,20:35:24,52.8,59.4,34.4,21.0
2025-02-26,20:40:24,52.7,59.2,34.4,21.0
2025-02-26,20:45:24,52.2,58.8,34.3,21.1
2025-02-26,20:50:24,52.2,58.7,34.2,21.1
2025-02-26,20:55:24,52.0,58.5,34.2,21.0
2025-02-26,21:00:24,51.9,58.3,33.9,21.0
2025-02-26,21:05:24,52.3,58.0,33.9,20.8
2025-02-26,21:10:24,52.0,57.8,33.9,20.8
2025-02-26,21:15:24,51.3,57.5,33.8,20.8
2025-02-26,21:20:24,51.4,57.3,33.7,20.7
2025-02-26,21:25:24,51.3,57.1,33.6,20.6
2025-02-26,21:30:24,50.8,56.8,33.5,20.6
2025-02-26,21:35:24,51.0,56.7,33.5,20.4
2025-02-26,21:40:24,51.2,56.4,33.3,20.5
2025-02-26,21:45:24,51.5,56.2,33.3,20.3
2025-02-26,21:50:24,50.6,56.0,33.4,20.3
2025-02-26,21:55:24,49.7,55.7,33.3,20.4
2025-02-26,22:00:24,48.7,55.5,33.2,20.2
2025-02-26,22:05:24,42.3,55.4,33.1,19.9
2025-02-26,22:10:24,NaN,55.1,33.0,19.8
2025-02-26,22:15:24,NaN,55.0,32.9,20.0
2025-02-26,22:20:24,NaN,54.8,32.8,19.8
2025-02-26,22:25:24,NaN,54.6,32.5,20.2
2025-02-26,22:30:24,NaN,54.4,32.3,19.8
2025-02-26,22:35:24,NaN,54.2,32.3,19.9
2025-02-26,22:40:24,NaN,53.9,32.2,20.1
2025-02-26,22:45:24,NaN,53.8,32.2,19.6
2025-02-26,22:50:24,NaN,53.6,32.4,19.4
2025-02-26,22:55:24,NaN,53.3,32.3,19.4
2025-02-26,23:00:24,NaN,53.2,32.1,19.0
2025-02-26,23:05:24,NaN,53.1,32.1,18.8
2025-02-26,23:10:24,NaN,52.9,31.9,18.8
2025-02-26,23:15:24,NaN,52.6,31.7,18.7
2025-02-26,23:20:24,NaN,52.5,31.6,18.6
2025-02-26,23:25:24,NaN,52.3,31.6,18.2
2025-02-26,23:30:24,NaN,52.2,31.6,17.8
2025-02-26,23:35:24,NaN,51.9,31.3,17.5
2025-02-26,23:40:24,NaN,51.8,30.9,17.6
2025-02-26,23:45:24,NaN,51.6,30.8,17.2
2025-02-26,23:50:24,NaN,51.4,30.7,17.1
2025-02-26,23:55:24,NaN,51.2,30.6,16.8
2025-02-27,00:00:24,NaN,51.1,30.2,16.6
2025-02-27,00:05:24,NaN,50.8,29.8,16.5
2025-02-27,00:10:24,NaN,50.7,29.7,16.5
2025-02-27,00:15:24,NaN,50.4,29.7,16.2
2025-02-27,00:20:24,NaN,50.3,29.5,16.0
2025-02-27,00:25:24,NaN,50.1,29.3,16.2
2025-02-27,00:30:24,NaN,49.9,28.9,16.2
2025-02-27,00:35:24,NaN,49.8,28.7,16.3
2025-02-27,00:40:24,NaN,49.6,28.7,16.1
2025-02-27,00:45:24,NaN,49.4,28.7,15.9
2025-02-27,00:50:24,NaN,49.2,28.7,15.7
2025-02-27,00:55:24,NaN,49.1,28.6,15.6
2025-02-27,01:00:24,NaN,48.9,28.4,15.4
2025-02-27,01:05:24,NaN,48.7,28.3,15.5
2025-02-27,01:10:24,NaN,48.6,28.1,15.5
2025-02-27,01:15:24,NaN,48.4,28.1,15.4
2025-02-27,01:20:24,NaN,48.3,28.0,15.3
2025-02-27,01:25:24,NaN,48.1,27.9,15.3
2025-02-27,01:30:24,NaN,47.9,27.8,15.2
2025-02-27,01:35:24,NaN,47.7,27.6,14.9
