date,time,T1_degC,T2_degC,T3_degC,T4_degC
2025-02-24,04:58:07,29.7,32.7,19.9,13.4
2025-02-24,05:03:07,29.2,32.6,19.9,13.0
2025-02-24,05:08:07,29.6,32.4,19.8,13.2
2025-02-24,05:13:07,29.4,32.3,19.7,13.1
2025-02-24,05:18:07,29.4,32.2,19.7,13.0
2025-02-24,05:23:07,29.1,32.2,19.7,13.3
2025-02-24,05:28:07,28.9,32.1,19.7,13.1
2025-02-24,05:33:07,28.9,31.9,19.6,12.9
2025-02-24,05:38:07,28.9,31.8,19.5,13.0
2025-02-24,05:43:07,28.9,31.8,19.4,12.9
2025-02-24,05:48:07,28.4,31.7,19.2,13.1
2025-02-24,05:53:07,28.6,31.6,19.2,13.1
2025-02-24,05:58:07,28.5,31.5,19.2,12.8
2025-02-24,06:03:07,28.5,31.5,19.1,12.9
2025-02-24,06:08:07,28.5,31.4,19.0,12.9
2025-02-24,06:13:07,28.6,31.3,19.0,13.0
2025-02-24,06:18:07,28.6,31.2,19.0,12.8
2025-02-24,06:23:07,28.4,31.2,19.0,12.5
2025-02-24,06:28:07,28.2,31.1,19.0,12.5
2025-02-24,06:33:07,28.2,30.9,18.9,12.6
2025-02-24,06:38:07,28.1,30.8,18.9,12.5
2025-02-24,06:43:07,27.9,30.8,18.8,12.6
2025-02-24,06:48:07,27.8,30.7,18.7,12.5
2025-02-24,06:53:07,28.0,30.6,18.6,12.6
2025-02-24,06:58:07,27.8,30.5,18.6,12.4
2025-02-24,07:03:07,27.7,30.4,18.6,12.6
2025-02-24,07:08:07,27.7,30.4,18.6,12.5
2025-02-24,07:13:07,27.8,30.3,18.6,12.6
2025-02-24,07:18:07,27.7,30.2,18.7,12.9
2025-02-24,07:23:07,27.8,30.2,18.8,13.2
2025-02-24,07:28:07,27.7,30.1,19.0,13.3
2025-02-24,07:33:07,28.2,30.1,19.4,13.7
2025-02-24,07:38:07,28.3,29.9,19.8,14.2
2025-02-24,07:43:07,28.7,29.9,20.4,14.7
2025-02-24,07:48:07,28.8,29.9,20.8,15.4
2025-02-24,07:53:07,29.7,30.1,21.3,15.6
2025-02-24,07:58:07,29.4,30.2,21.9,16.9
2025-02-24,08:03:07,30.2,30.3,22.4,17.9
2025-02-24,08:08:07,30.5,30.5,23.1,18.6
2025-02-24,08:13:07,30.8,30.6,23.8,19.2
2025-02-24,08:18:07,31.1,30.7,24.5,20.1
2025-02-24,08:23:07,31.7,30.9,25.5,21.4
2025-02-24,08:28:07,32.4,31.1,26.3,22.8
2025-02-24,08:33:07,32.8,31.2,27.2,24.0
2025-02-24,08:38:07,33.0,31.3,28.1,24.2
2025-02-24,08:43:07,32.8,31.4,29.1,25.0
2025-02-24,08:48:07,33.8,31.6,29.8,26.3
2025-02-24,08:53:07,34.6,31.8,30.4,27.3
2025-02-24,08:58:07,34.7,31.9,31.1,27.5
2025-02-24,09:03:07,35.2,32.1,31.6,27.9
2025-02-24,09:08:07,35.7,32.3,32.3,29.8
2025-02-24,09:13:07,35.7,32.6,32.6,30.4
2025-02-24,09:18:07,35.6,32.8,33.1,31.2
2025-02-24,09:23:07,35.6,32.9,33.4,32.3
2025-02-24,09:28:07,35.1,33.1,33.9,33.5
2025-02-24,09:33:07,35.3,33.5,34.2,34.1
2025-02-24,09:38:07,35.2,33.7,34.3,34.7
2025-02-24,09:43:07,35.7,33.9,34.5,32.6
2025-02-24,09:48:07,36.9,34.2,34.9,32.4
2025-02-24,09:53:07,36.9,34.6,35.3,34.1
2025-02-24,09:58:07,37.2,34.8,35.7,34.8
2025-02-24,10:03:07,36.9,35.3,35.6,35.3
2025-02-24,10:08:07,37.0,35.6,35.3,35.6
2025-02-24,10:13:07,37.6,36.0,35.2,36.1
2025-02-24,10:18:07,38.4,36.2,35.2,36.8
2025-02-24,10:23:07,39.7,36.7,35.7,37.1
2025-02-24,10:28:07,40.7,37.1,36.3,37.1
2025-02-24,10:33:07,41.7,37.7,36.9,37.7
2025-02-24,10:38:07,41.9,38.1,37.6,38.1
2025-02-24,10:43:07,41.9,38.6,38.0,37.9
2025-02-24,10:48:07,40.9,38.7,38.3,38.0
2025-02-24,10:53:07,39.9,39.1,38.7,38.3
2025-02-24,10:58:07,39.9,39.4,39.2,38.7
2025-02-24,11:03:07,41.6,39.8,39.6,39.5
2025-02-24,11:08:07,42.3,40.0,40.0,39.1
2025-02-24,11:13:07,42.9,40.4,40.4,39.1
2025-02-24,11:18:07,43.0,40.7,40.8,39.6
2025-02-24,11:23:07,42.7,41.2,40.9,39.4
2025-02-24,11:28:07,41.6,41.6,41.1,39.3
2025-02-24,11:33:07,40.7,41.9,41.2,40.2
2025-02-24,11:38:07,41.2,42.3,41.6,40.3
2025-02-24,11:43:07,41.8,42.6,42.1,40.8
2025-02-24,11:48:07,40.8,43.2,42.2,40.7
2025-02-24,11:53:07,41.8,43.4,42.7,41.3
2025-02-24,11:58:07,43.5,43.9,43.2,41.9
2025-02-24,12:03:07,43.4,44.5,43.6,41.4
2025-02-24,12:08:07,44.6,45.0,43.8,42.3
2025-02-24,12:13:07,44.5,45.7,44.5,41.1
2025-02-24,12:18:07,44.3,46.3,44.3,41.9
2025-02-24,12:23:07,46.0,46.9,44.7,41.9
2025-02-24,12:28:07,46.6,47.6,45.2,42.3
2025-02-24,12:33:07,44.9,48.3,45.6,40.5
2025-02-24,12:38:07,46.6,48.7,45.1,41.7
2025-02-24,12:43:07,47.2,49.2,45.5,41.9
2025-02-24,12:48:07,46.6,49.7,46.3,41.6
2025-02-24,12:53:07,46.9,50.1,46.8,42.4
2025-02-24,12:58:07,48.1,50.7,47.6,43.1
2025-02-24,13:03:07,54.6,51.1,48.1,42.6
2025-02-24,13:08:07,53.8,54.0,49.7,41.1
2025-02-24,13:13:07,61.5,54.9,48.7,42.3
2025-02-24,13:18:07,60.2,55.6,47.4,38.9
2025-02-24,13:23:07,60.8,55.6,48.6,39.4
2025-02-24,13:28:07,60.4,56.0,49.4,39.3
2025-02-24,13:33:07,61.3,56.2,50.5,40.9
2025-02-24,13:38:07,60.4,56.5,51.6,39.8
2025-02-24,13:43:07,61.3,56.7,51.1,40.9
2025-02-24,13:48:07,61.2,56.8,50.9,41.9
2025-02-24,13:53:07,61.2,57.1,50.8,43.1
2025-02-24,13:58:07,60.9,57.2,50.9,43.4
2025-02-24,14:03:07,60.9,57.4,50.8,43.5
2025-02-24,14:08:07,61.6,57.8,51.2,42.9
2025-02-24,14:13:07,61.8,58.1,51.3,42.1
2025-02-24,14:18:07,60.9,58.2,50.9,43.4
2025-02-24,14:23:07,62.1,58.6,51.0,43.1
2025-02-24,14:28:07,61.8,59.2,50.6,42.2
2025-02-24,14:33:07,62.9,59.3,49.8,42.6
2025-02-24,14:38:07,65.3,59.7,50.1,43.9
2025-02-24,14:43:07,65.3,60.3,51.1,44.5
2025-02-24,14:48:07,66.6,60.7,52.2,44.8
2025-02-24,14:53:07,67.0,61.1,49.6,44.9
2025-02-24,14:58:07,67.9,61.6,46.9,45.7
2025-02-24,15:03:07,66.8,62.1,44.8,45.7
2025-02-24,15:08:07,58.9,62.4,56.8,44.9
2025-02-24,15:13:07,65.2,62.1,50.4,45.7
2025-02-24,15:18:07,64.8,62.6,50.4,45.4
2025-02-24,15:23:07,65.8,63.2,50.4,45.7
2025-02-24,15:28:07,65.9,63.8,48.5,45.5
2025-02-24,15:33:07,66.1,64.3,44.7,45.1
2025-02-24,15:38:07,60.6,64.7,51.4,44.9
2025-02-24,15:43:07,64.8,64.3,47.9,43.8
2025-02-24,15:48:07,66.4,65.0,48.6,43.2
2025-02-24,15:53:07,66.8,65.5,48.2,42.6
2025-02-24,15:58:07,66.5,65.9,48.6,43.0
2025-02-24,16:03:07,63.7,66.6,49.1,43.6
2025-02-24,16:08:07,64.4,65.7,46.2,41.7
2025-02-24,16:13:07,65.8,66.2,46.3,42.1
2025-02-24,16:18:07,66.1,66.9,46.7,41.7
2025-02-24,16:23:07,67.7,67.4,47.0,41.7
2025-02-24,16:28:07,67.7,68.1,47.3,40.2
2025-02-24,16:33:07,65.9,68.6,46.5,38.6
2025-02-24,16:38:07,60.1,67.2,40.5,36.7
2025-02-24,16:43:07,64.4,67.3,41.2,36.2
2025-02-24,16:48:07,64.9,67.9,42.2,35.5
2025-02-24,16:53:07,64.9,68.8,42.3,34.7
2025-02-24,16:58:07,64.4,69.4,42.3,34.0
2025-02-24,17:03:07,64.1,69.9,42.3,33.6
2025-02-24,17:08:07,64.5,70.3,41.9,33.1
2025-02-24,17:13:07,62.8,70.7,40.9,32.6
2025-02-24,17:18:07,61.3,70.9,39.4,31.9
2025-02-24,17:23:07,60.8,71.0,37.9,31.4
2025-02-24,17:28:07,60.6,71.2,36.8,30.6
2025-02-24,17:33:07,61.3,71.0,35.9,29.8
2025-02-24,17:38:07,60.3,70.8,35.1,29.1
2025-02-24,17:43:07,59.5,70.6,34.2,28.5
2025-02-24,17:48:07,59.5,70.3,33.3,28.0
2025-02-24,17:53:07,59.3,69.9,32.7,27.6
2025-02-24,17:58:07,59.4,69.7,32.3,27.2
2025-02-24,18:03:07,59.7,69.4,31.9,26.9
2025-02-24,18:08:07,60.1,69.2,31.7,26.7
2025-02-24,18:13:07,59.6,68.8,31.6,26.6
2025-02-24,18:18:07,58.7,68.5,31.3,26.2
2025-02-24,18:23:07,58.2,68.1,31.1,26.0
2025-02-24,18:28:07,57.4,67.9,30.7,25.8
2025-02-24,18:33:07,56.9,67.7,30.4,25.6
2025-02-24,18:38:07,57.1,67.4,30.2,25.4
2025-02-24,18:43:07,56.8,67.2,29.9,25.0
2025-02-24,18:48:07,56.1,66.9,29.7,24.9
2025-02-24,18:53:07,55.6,66.7,29.4,24.6
2025-02-24,18:58:07,56.1,66.5,29.2,24.3
2025-02-24,19:03:07,56.4,66.3,29.1,24.1
2025-02-24,19:08:07,55.3,65.9,28.9,23.7
2025-02-24,19:13:07,55.3,65.7,28.7,23.4
2025-02-24,19:18:07,55.4,65.4,28.5,23.2
2025-02-24,19:23:07,55.7,65.2,28.4,23.1
2025-02-24,19:28:07,55.1,64.9,28.3,23.0
2025-02-24,19:33:07,55.2,64.7,28.2,22.7
2025-02-24,19:38:07,54.7,64.4,28.1,22.5
2025-02-24,19:43:07,53.7,64.2,27.9,22.3
2025-02-24,19:48:07,53.1,64.1,27.7,22.2
2025-02-24,19:53:07,52.9,63.8,27.5,22.0
2025-02-24,19:58:07,52.5,63.6,27.4,21.9
2025-02-24,20:03:07,51.7,63.4,27.1,21.8
2025-02-24,20:08:07,51.3,63.2,27.0,21.8
2025-02-24,20:13:07,50.8,63.1,26.7,21.7
2025-02-24,20:18:07,51.0,62.8,26.6,21.5
2025-02-24,20:23:07,50.5,62.6,26.4,21.5
2025-02-24,20:28:07,50.0,62.4,26.3,21.3
2025-02-24,20:33:07,49.8,62.3,26.2,21.3
2025-02-24,20:38:07,49.0,62.2,26.1,21.1
2025-02-24,20:43:07,48.8,62.2,25.8,21.1
2025-02-24,20:48:07,48.6,62.2,25.6,20.9
2025-02-24,20:53:07,48.3,62.2,25.4,20.9
2025-02-24,20:58:07,48.1,62.1,25.3,20.8
2025-02-24,21:03:07,47.2,62.1,25.1,20.7
2025-02-24,21:08:07,46.6,61.8,24.9,20.7
2025-02-24,21:13:07,46.6,61.6,24.7,20.6
2025-02-24,21:18:07,45.8,61.3,24.5,20.5
2025-02-24,21:23:07,45.4,61.1,24.3,20.5
2025-02-24,21:28:07,45.3,60.9,24.2,20.4
2025-02-24,21:33:07,45.2,60.7,24.2,20.2
2025-02-24,21:38:07,45.2,60.5,24.2,20.2
2025-02-24,21:43:07,44.8,60.4,24.2,20.1
2025-02-24,21:48:07,44.9,60.2,24.2,20.1
2025-02-24,21:53:07,44.7,60.0,24.2,20.0
2025-02-24,21:58:07,44.8,59.8,24.2,19.9
2025-02-24,22:03:07,44.8,59.6,24.1,19.9
2025-02-24,22:08:07,44.7,59.3,24.1,19.8
2025-02-24,22:13:07,44.7,59.2,24.1,19.8
2025-02-24,22:18:07,44.2,59.0,24.1,19.8
2025-02-24,22:23:07,44.1,58.9,24.1,19.7
2025-02-24,22:28:07,43.8,58.6,24.1,19.7
2025-02-24,22:33:07,44.2,58.4,24.1,19.6
2025-02-24,22:38:07,44.3,58.3,24.1,19.6
2025-02-24,22:43:07,43.8,58.2,24.1,19.4
2025-02-24,22:48:07,43.6,57.9,23.9,19.4
2025-02-24,22:53:07,43.8,57.8,23.9,19.3
2025-02-24,22:58:07,44.3,57.6,23.9,19.3
2025-02-24,23:03:07,44.9,57.4,23.9,19.2
2025-02-24,23:08:07,45.1,57.2,23.9,19.2
2025-02-24,23:13:07,45.5,57.1,24.1,19.1
2025-02-24,23:18:07,45.3,57.0,24.2,18.9
2025-02-24,23:23:07,45.6,56.8,24.2,18.8
2025-02-24,23:28:07,45.1,56.7,24.2,18.7
2025-02-24,23:33:07,46.1,56.6,24.2,18.6
2025-02-24,23:38:07,46.0,56.4,24.2,18.4
2025-02-24,23:43:07,45.0,56.3,24.1,18.3
2025-02-24,23:48:07,45.0,56.1,24.1,18.2
2025-02-24,23:53:07,45.1,55.9,23.9,18.1
2025-02-24,23:58:07,45.7,55.8,23.9,18.0
2025-02-25,00:03:07,45.1,55.7,23.9,17.8
2025-02-25,00:08:07,44.9,55.6,23.8,17.7
2025-02-25,00:13:07,45.1,55.5,23.8,17.7
2025-02-25,00:18:07,45.3,55.3,23.8,17.6
2025-02-25,00:23:07,45.5,55.2,23.8,17.4
2025-02-25,00:28:07,45.3,55.1,23.8,17.3
2025-02-25,00:33:07,45.3,55.0,23.8,17.1
2025-02-25,00:38:07,45.2,54.9,23.8,17.0
2025-02-25,00:43:07,44.8,54.8,23.7,16.9
2025-02-25,00:48:07,45.0,54.6,23.7,16.8
2025-02-25,00:53:07,44.9,54.5,23.6,16.8
2025-02-25,00:58:07,44.8,54.4,23.6,16.7
2025-02-25,01:03:07,44.6,54.3,23.4,16.6
2025-02-25,01:08:07,44.6,54.2,23.3,16.4
2025-02-25,01:13:07,44.7,54.1,23.2,16.3
2025-02-25,01:18:07,43.7,54.1,23.2,16.2
2025-02-25,01:23:07,43.4,53.9,23.1,16.1
2025-02-25,01:28:07,43.4,53.8,23.0,15.9
2025-02-25,01:33:07,43.2,53.7,22.9,15.8
2025-02-25,01:38:07,43.3,53.6,22.6,15.6
2025-02-25,01:43:07,42.7,53.4,22.5,15.5
2025-02-25,01:48:07,42.9,53.3,22.4,15.4
2025-02-25,01:53:07,42.6,53.2,22.3,15.4
2025-02-25,01:58:07,42.7,53.1,22.1,15.3
2025-02-25,02:03:07,42.7,52.9,22.1,15.2
2025-02-25,02:08:07,42.8,52.8,21.9,15.1
2025-02-25,02:13:07,42.6,52.8,21.8,14.9
2025-02-25,02:18:07,42.9,52.6,21.7,14.9
2025-02-25,02:23:07,41.9,52.6,21.6,14.8
2025-02-25,02:28:07,42.1,52.5,21.4,14.8
2025-02-25,02:33:07,42.1,52.3,21.3,14.8
2025-02-25,02:38:07,41.5,52.2,21.2,14.6
2025-02-25,02:43:07,41.8,52.1,21.1,14.4
2025-02-25,02:48:07,41.8,52.0,20.8,14.4
2025-02-25,02:53:07,41.8,51.9,20.8,14.3
2025-02-25,02:58:07,40.4,51.8,20.6,14.2
2025-02-25,03:03:07,40.6,51.6,20.4,14.3
2025-02-25,03:08:07,41.3,51.5,20.2,14.3
2025-02-25,03:13:07,40.6,51.4,20.2,14.3
2025-02-25,03:18:07,40.7,51.3,20.1,14.3
2025-02-25,03:23:07,40.8,51.3,20.1,14.3
2025-02-25,03:28:07,39.8,51.1,20.1,14.3
2025-02-25,03:33:07,39.9,50.9,20.0,14.3
2025-02-25,03:38:07,39.4,50.9,20.0,14.3
2025-02-25,03:43:07,39.6,50.8,19.9,14.4
2025-02-25,03:48:07,39.3,50.7,19.9,14.4
2025-02-25,03:53:07,39.4,50.6,19.8,14.4
2025-02-25,03:58:07,39.6,50.5,19.8,14.4
2025-02-25,04:03:07,39.4,50.4,19.7,14.4
2025-02-25,04:08:07,39.6,50.3,19.7,14.4
2025-02-25,04:13:07,40.2,50.3,19.7,14.4
2025-02-25,04:18:07,39.8,50.1,19.7,14.3
2025-02-25,04:23:07,40.3,50.0,19.7,14.3
2025-02-25,04:28:07,39.7,49.9,19.8,14.2
2025-02-25,04:33:07,39.4,49.8,19.8,14.2
2025-02-25,04:38:07,39.4,49.7,19.8,14.1
2025-02-25,04:43:07,39.1,49.6,19.8,14.1
2025-02-25,04:48:07,38.5,49.4,19.7,14.1
2025-02-25,04:53:07,38.7,49.4,19.7,14.1
2025-02-25,04:58:07,39.4,49.3,19.6,13.9
2025-02-25,05:03:07,38.6,49.2,19.6,13.9
2025-02-25,05:08:07,38.7,49.1,19.6,13.8
2025-02-25,05:13:07,38.2,48.9,19.4,13.8
2025-02-25,05:18:07,38.6,48.8,19.4,13.7
2025-02-25,05:23:07,37.8,48.7,19.3,13.7
2025-02-25,05:28:07,38.2,48.7,19.2,13.7
2025-02-25,05:33:07,38.3,48.6,19.2,13.7
2025-02-25,05:38:07,38.2,48.5,19.2,13.6
2025-02-25,05:43:07,38.0,48.4,19.2,13.4
2025-02-25,05:48:07,37.9,48.2,19.2,13.3
2025-02-25,05:53:07,38.1,48.1,19.1,13.3
2025-02-25,05:58:07,38.5,48.0,19.1,13.2
2025-02-25,06:03:07,37.9,47.9,18.9,13.2
2025-02-25,06:08:07,37.5,47.9,18.8,13.2
2025-02-25,06:13:07,37.6,47.8,18.7,13.1
2025-02-25,06:18:07,38.0,47.7,18.7,13.1
2025-02-25,06:23:07,37.4,47.6,18.6,12.9
2025-02-25,06:28:07,37.8,47.4,18.6,12.9
2025-02-25,06:33:07,37.4,47.3,18.6,12.7
2025-02-25,06:38:07,37.2,47.2,18.6,12.6
2025-02-25,06:43:07,36.8,47.2,18.5,12.6
2025-02-25,06:48:07,37.1,47.1,18.5,12.5
2025-02-25,06:53:07,35.1,47.0,18.3,12.5
2025-02-25,06:58:07,36.6,46.9,18.3,12.5
2025-02-25,07:03:07,36.4,46.8,18.3,12.5
2025-02-25,07:08:07,36.7,46.7,18.2,12.6
2025-02-25,07:13:07,37.0,46.6,18.2,12.6
2025-02-25,07:18:07,37.1,46.4,18.3,12.8
2025-02-25,07:23:07,37.4,46.4,18.4,12.9
2025-02-25,07:28:07,37.9,46.3,18.8,13.2
2025-02-25,07:33:07,38.5,46.2,19.3,13.7
2025-02-25,07:38:07,39.0,46.2,20.1,14.1
2025-02-25,07:43:07,39.7,46.1,21.0,14.6
2025-02-25,07:48:07,40.0,46.1,22.0,15.3
2025-02-25,07:53:07,40.9,46.1,22.9,15.8
2025-02-25,07:58:07,41.4,46.2,23.9,17.0
2025-02-25,08:03:07,41.9,46.3,24.9,17.9
2025-02-25,08:08:07,41.8,46.4,25.8,19.1
2025-02-25,08:13:07,42.3,46.5,26.9,20.3
2025-02-25,08:18:07,42.9,46.8,27.9,21.5
2025-02-25,08:23:07,42.3,46.9,28.6,22.5
2025-02-25,08:28:07,42.7,47.1,29.3,24.0
2025-02-25,08:33:07,43.2,47.3,30.1,25.2
2025-02-25,08:38:07,43.4,47.5,30.7,26.0
2025-02-25,08:43:07,44.4,47.6,31.3,27.7
2025-02-25,08:48:07,44.1,47.8,31.9,28.7
2025-02-25,08:53:07,45.0,47.9,32.7,29.7
2025-02-25,08:58:07,45.0,48.2,33.3,30.7
2025-02-25,09:03:07,44.4,48.4,33.8,31.2
2025-02-25,09:08:07,45.6,48.6,34.2,32.0
2025-02-25,09:13:07,46.2,48.7,34.8,32.9
2025-02-25,09:18:07,46.2,49.0,35.3,33.4
2025-02-25,09:23:07,46.1,49.2,35.4,34.0
2025-02-25,09:28:07,47.0,49.4,35.9,34.7
2025-02-25,09:33:07,47.5,49.5,36.1,34.9
